title,content,word_count,topic
संगीत,"सुव्यवस्थित ध्वनि, जो रस की सृष्टि करे, संगीत कहलाती है। गायन, वादन व नृत्य तीनों के समावेश को संगीत कहते हैं। संगीत नाम इन तीनों के एक साथ व्यवहार से पड़ा है। गाना, बजाना और नाचना प्रायः इतने पुराने है जितना पुराना आदमी है। बजाने और बाजे की कला आदमी ने कुछ बाद में खोजी-सीखी हो, पर गाने और नाचने का आरंभ तो न केवल हज़ारों बल्कि लाखों वर्ष पहले उसने कर लिया होगा, इसमें कोई संदेह नहीं।yughvn vi rich CL BB v CV
गायन मानव के लिए प्राय: उतना ही स्वाभाविक है जितना भाषण। कब से मनुष्य ने गाना प्रारंभ किया, यह बताना उतना ही कठिन है जितना कि कब से उसने बोलना प्रारंभ किया है। परंतु बहुत काल बीत जाने के बाद उसके गायन ने व्यवस्थित रूप धारण किया।",131,संगीत
कर्नाटक संगीत,"कर्नाटक संगीत या संस्कृत में कर्णाटक संगीतं भारत के शास्त्रीय संगीत की दक्षिण भारतीय शैली का नाम है, जो उत्तरी भारत की शैली हिन्दुस्तानी संगीत से काफी अलग है। 
कर्नाटक संगीत ज्यादातर भक्ति संगीत के रूप में होता है और ज्यादातर रचनाएँ हिन्दू देवी देवताओं को संबोधित होता है। इसके अलावा कुछ हिस्सा प्रेम और अन्य सामाजिक मुद्दों को भी समर्पित होता है। 
जैसा कि आमतौर पर भारतीय संगीत मे होता है, कर्नाटक संगीत के भी दो मुख्य तत्व राग और ताल होता है।
कर्नाटक शास्त्रीय शैली में रागों का गायन अधिक तेज और हिंदुस्तानी शैली की तुलना में कम समय का होता है। त्यागराज, मुथुस्वामी दीक्षितार और श्यामा शास्त्री को कर्नाटक संगीत शैली की 'त्रिमूर्ति' कहा जाता है, जबकि पुरंदर दास को अक्सर कर्नाटक शैली का पिता कहा जाता है। कर्नाटक शैली के विषयों में पूजा-अर्चना, मंदिरों का वर्णन, दार्शनिक चिंतन, नायक-नायिका वर्णन और देशभक्ति शामिल हैं।",148,संगीत
हिन्दुस्तानी शास्त्रीय संगीत,"हिन्दुस्तानी शास्त्रीय संगीत भारतीय शास्त्रीय संगीत के दो प्रमुख शैली में से एक है। दूसरी प्रमुख शैली है - कर्नाटक संगीत।
यह एक परम्प्रिक  उद्विकासी है जिसने 11वीं और 12वीं शताब्दी में भारतीय संगीत की दिशा को नया आयाम दिया। यह दिशा प्रोफेसर ललित किशोर सिंह के अनुसार यूनानी पायथागॉरस के ग्राम व अरबी फ़ारसी ग्राम के अनुरूप आधुनिक बिलावल ठाठ की स्थापना मानी जा सकती है। इससे पूर्व काफी ठाठ शुद्ध मेल था। किंतु शुद्ध मेल के अतिरिक्त उत्तर भारतीय संगीत में अरबी-फ़ारसी अथवा अन्य विदेशी संगीत का कोई दूसरा प्रभाव नहीं पड़ा। ""मध्यकालीन मुसलमान गायकों और नायकों ने भारतीय संस्कारों को बनाए रखा।"" (ध्वनि और संगीत. भारतीय ज्ञानपीठ: 1999. पृ. 161) 
राजदरबार संगीत के प्रमुख संरक्षक बने और जहां अनेक शासकों ने प्राचीन भारतीय संगीत की समृद्ध परंपरा को प्रोत्साहन दिया वहीं अपनी आवश्यकता और रुचि के अनुसार उन्होंने इसमें अनेक परिवर्तन भी किए। हिंदुस्तानी संगीत केवल उत्तर भारत का ही नहीं। बांगलादेश और पाकिस्तान का भी शास्त्रीय संगीत है। जब हमारे देश मैं पाषाण युग का दौर था तब भी संगीत का असर मालूम पड़ता है जो उनका मनोरंजन का माध्यम था।",185,संगीत
शास्त्रीय संगीत,"भारतीय शास्त्रीय संगीत या मार्ग, भारतीय संगीत का अभिन्न अंग है। शास्त्रीय संगीत को ही ‘क्लासिकल म्यूजिक भी कहते हैं। शास्त्रीय गायन सुर-प्रधान होता है, शब्द-प्रधान नहीं। इसमें महत्व सुर का होता है (उसके चढ़ाव-उतार का, शब्द और अर्थ का नहीं)। इसको जहाँ शास्त्रीय संगीत-ध्वनि विषयक साधना के अभ्यस्त कान ही समझ सकते हैं, अनभ्यस्त कान भी शब्दों का अर्थ जानने मात्र से देशी गानों या लोकगीत का सुख ले सकते हैं। इससे अनेक लोग स्वाभाविक ही ऊब भी जाते हैं पर इसके ऊबने का कारण उस संगीतज्ञ की कमजोरी नहीं, लोगों में जानकारी की कमी है।
सामवेद में संगीत के बारे में गहराई से चर्चा की गई है। भारतीय शास्त्रीय संगीत गहरे तक आध्यात्मिकता से प्रभावित रहा है, इसलिए इसकी शुरुआत मनुष्य जीवन के अंतिम लक्ष्य मोक्ष की प्राप्ति के साधन के रूप में हुई।",136,संगीत
रवींद्र संगीत,"रवीन्द्र संगीत  बांग्ला: রবীন্দ্রসঙ্গীতIPA: [ɾobind̪ɾɔ soŋɡit̪]), जिसे अंग्रेजी में टैगोर सांस  (टैगोर के गीत) के रूप में जाना जाता है, रवींद्रनाथ टैगोर द्वारा रचित एक संगीत विधा है, जिन्होंने सामान्य रूप से भारत और विशेष रूप से बंगाल की संगीत अवधारणा में एक नया आयाम जोड़ा.
रवीन्द्र संगीत में स्रोतों के रूप में भारतीय शास्त्रीय संगीत और पारंपरिक लोक संगीत का उपयोग किया जाता है। टैगोर ने लगभग 2230 गीत लिखे थे।",72,संगीत
संगीत नाटक अकादमी,"संगीत नाटक अकादमी भारत सरकार द्वारा स्थापित भारत की संगीत एवं नाटक की राष्ट्रीय स्तर की सबसे बड़ी अकादमी है। 
इसका मुख्यालय दिल्ली में है।",25,संगीत
जैज़ संगीत,"जैज़, संयुक्त राज्य अमेरिका के संगीत की एक शैली है।",10,संगीत
संगीत रचयिता,"एक संगीतकार व्याख्या और प्रदर्शन के लिए, या वैद्युत-ध्वनिक संगीत के रूप में ध्वनि सामग्री के प्रत्यक्ष हेरफेर के माध्यम से, संगीत के नोट या मौखिक परंपरा से, या तो संगीत बनाता है जो एक व्यक्ति है।",37,संगीत
हिप हॉप संगीत,"हिप हॉप संगीत या रैप संगीत (अंग्रेज़ी: hip hop या rap music हिप् हॉप् या रॅप म्यूज़िक) एक संगीत का प्रकार हैं। संयुक्त राज्य अमेरिका में शुरू किया १९७०-१९८० सालों में|
Hip-hop जिसका मतलब होता है। (उदारता-जागृत करना) 
यह एक ऐसी संगीत शैली है जिसमे इंसान अपने स्वभाव सच्चाई को उजागर करता है अपनी जिंदगी मे घटित कल्पनाओ के बारे मे लिखता है",63,संगीत
केरल का संगीत,"संगीत का श्रव्यकला के रूप में महत्वपूर्ण स्थान है। इसके दो पक्ष हैं लोकगीत तथा शास्त्रीय संगीत। अनुष्ठान कलाओं से जुडे लोकगीत, देवता स्तुतिपरक गीत, श्रम से जुडे गीत, तिरुवातिरक्कळी, कुम्मि, कोलाट्टम और मनोरंजन केलिए पुराण कथागीत, वंचिप्पाट्टुकल आदि लोकगीतों के भेद हैं। केरल में अनेक वाद्ययंत्र है जो लोक संगीत से जुडे हैं। 
यहाँ संगीत शास्त्र नियमों के आधार पर शास्त्रीय गीतों की रचना हुई। वाद्य संगीत तथा वाद्य रहित संगीत दोनों इस विभाग में आते हैं। सोपान संगीत, कथकळि गीत, पंचवाद्य, चेण्डमेलम इत्यादि शास्त्रीय संगीत के अंतर्गत आते हैं।",91,संगीत
